Sno.,Text,Sentiment,Timestamp,User,Platform,Weekday,TimePeriod,Likes,Comments,Shares,Engagement,TextLength,WordCount,HashtagCount,MentionCount,EmojiCount,ExclamationCount,Hour,IsWeekend,EngagementPerWord,LikeRatio,CommentRatio,ShareRatio
116," Helplessness engulfs me, drowning in a sea of problems.",1,2019-05-08 14:20:00, OverwhelmedSoul  ,Instagram ,Wednesday,Afternoon,971,41,35,1047,56,9,0,0,1,0,14,False,104.7,0.9265267175572519,0.039122137404580155,0.033396946564885496
117," Envy poisons my thoughts, coveting others' success.",1,2017-03-20 11:30:00, GreenEyedMonster ,Facebook ,Monday,Morning,266,76,66,408,52,7,0,0,2,0,11,False,51.0,0.6503667481662592,0.18581907090464547,0.16136919315403422
118, Regret for decisions that led to a painful present.,1,2018-12-15 16:00:00, RegretfulMind    ,Twitter ,Saturday,Afternoon,813,131,91,1035,52,9,0,0,1,0,16,True,103.5,0.7847490347490348,0.12644787644787644,0.08783783783783784
119, Disgust at the corruption that stains society.     ,1,2016-07-01 09:45:00, CorruptedHeart   ,Instagram ,Friday,Morning,237,110,2,349,52,7,0,0,1,0,9,False,43.625,0.6771428571428572,0.3142857142857143,0.005714285714285714
120," Sinking in despair, each day darker than the last. ",1,2020-08-20 20:20:00, DrowningSoul     ,Facebook ,Thursday,Evening,429,96,35,560,52,9,0,0,1,0,20,False,56.0,0.7647058823529411,0.1711229946524064,0.062388591800356503
121," Grief overwhelms, a storm of emotions within.      ",1,2021-02-25 15:30:00, StormyHeart      ,Twitter ,Thursday,Afternoon,542,35,82,659,52,7,0,0,1,0,15,False,82.375,0.8212121212121212,0.05303030303030303,0.12424242424242424
122," Loneliness echoes in empty spaces, yearning for connection.",1,2019-09-12 18:10:00, EchoingSoul     ,Instagram ,Thursday,Evening,90,126,78,294,60,8,0,0,1,0,18,False,32.666666666666664,0.3050847457627119,0.4271186440677966,0.26440677966101694
123," Jealousy poisons my thoughts, resentment brewing within.",1,2018-08-05 16:30:00, PoisonedMind    ,Facebook ,Sunday,Afternoon,206,141,20,367,57,7,0,0,1,0,16,True,45.875,0.5597826086956522,0.38315217391304346,0.05434782608695652
124," Resentment festers, a wound that refuses to heal.  ",1,2017-01-12 12:00:00, UnforgivingSoul  ,Twitter ,Thursday,Afternoon,64,55,82,201,52,8,0,0,1,0,12,False,22.333333333333332,0.31683168316831684,0.2722772277227723,0.40594059405940597
125," Frustration escalates, a thunderstorm of emotions. ",1,2022-04-05 14:45:00, ThunderingMind   ,Instagram ,Tuesday,Afternoon,862,33,10,905,52,6,0,0,1,0,14,False,129.28571428571428,0.9514348785871964,0.03642384105960265,0.011037527593818985
126," Boredom lingers, a stagnant pool of indifference.  ",1,2021-10-02 19:00:00, StagnantHeart    ,Facebook ,Saturday,Evening,114,44,25,183,52,7,0,0,1,0,19,True,22.875,0.6195652173913043,0.2391304347826087,0.1358695652173913
127," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ",0,2023-04-15 10:15:00, InquisitiveMind   ,Twitter ,Saturday,Morning,906,45,66,1017,86,14,0,0,1,0,10,True,67.8,0.8899803536345776,0.04420432220039293,0.06483300589390963
128," Lost in the vast sea of information, an indifferent wave in the digital ocean. ",2,2022-11-28 17:30:00, ApatheticObserver ,Instagram ,Monday,Evening,888,15,25,928,80,14,0,0,1,0,17,False,61.86666666666667,0.9558665231431647,0.016146393972012917,0.02691065662002153
129," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ",2,2020-04-02 09:45:00, SeekingClarity    ,Facebook ,Thursday,Morning,570,155,54,779,103,18,0,0,1,0,9,False,41.0,0.7307692307692307,0.1987179487179487,0.06923076923076923
130," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",2,2021-08-10 14:00:00, EmotionallyDistant ,Twitter ,Tuesday,Afternoon,393,5,33,431,92,15,0,0,1,0,14,False,26.9375,0.9097222222222222,0.011574074074074073,0.0763888888888889
131," Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ",1,2019-06-18 20:45:00, SunsetDreamer     ,Instagram ,Tuesday,Evening,178,50,36,264,96,16,0,0,1,0,20,False,15.529411764705882,0.6716981132075471,0.18867924528301888,0.13584905660377358
132," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ",0,2018-02-05 15:15:00, MemoryLaneTraveler ,Facebook ,Monday,Afternoon,697,105,95,897,88,11,0,0,2,0,15,False,74.75,0.7761692650334076,0.11692650334075724,0.10579064587973273
133," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ",2,2022-05-30 11:30:00, MixedFeelings     ,Twitter ,Monday,Morning,521,153,14,688,102,14,0,0,1,0,11,False,45.86666666666667,0.7561683599419449,0.2220609579100145,0.020319303338171262
134," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ",0,2023-01-10 16:20:00, ZenLifestyle      ,Instagram ,Tuesday,Afternoon,112,94,65,271,83,14,0,0,1,0,16,False,18.066666666666666,0.4117647058823529,0.34558823529411764,0.23897058823529413
135," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ",0,2020-09-18 13:45:00, ResilientSpirit   ,Facebook ,Friday,Afternoon,188,114,80,382,98,14,0,0,2,0,13,False,25.466666666666665,0.4908616187989556,0.29765013054830286,0.20887728459530025
136," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ",0,2021-07-03 19:00:00, NatureSoul        ,Twitter ,Saturday,Evening,548,168,54,770,99,17,0,0,1,0,19,True,42.77777777777778,0.7107652399481194,0.2178988326848249,0.07003891050583658
137," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ",0,2022-10-08 08:15:00, EternalLearner    ,Instagram ,Saturday,Morning,642,186,52,880,98,15,0,0,2,0,8,True,55.0,0.7287173666288309,0.21112372304199772,0.05902383654937571
138," Floating through the day with an air of indifference, detached from the mundane happenings around. ",2,2023-03-22 16:30:00, AloofObserver     ,Facebook ,Wednesday,Afternoon,441,61,3,505,100,15,0,0,1,0,16,False,31.5625,0.8715415019762845,0.12055335968379446,0.005928853754940711
139," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ",2,2021-05-15 11:45:00, ThoughtExplorer   ,Twitter ,Saturday,Morning,724,5,99,828,92,15,0,0,1,0,11,True,51.75,0.873341375150784,0.006031363088057901,0.11942098914354644
140," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ",2,2019-12-28 14:30:00, StoicSoul         ,Instagram ,Saturday,Afternoon,468,67,41,576,87,14,0,0,1,0,14,True,38.4,0.8110918544194108,0.11611785095320624,0.07105719237435008
141," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ",1,2020-03-01 19:00:00, DreamerInSilence  ,Facebook ,Sunday,Evening,338,186,6,530,95,14,0,0,1,0,19,True,35.333333333333336,0.6365348399246704,0.3502824858757062,0.011299435028248588
142," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ",0,2018-07-10 15:45:00, JournalKeeper     ,Twitter ,Tuesday,Afternoon,428,59,25,512,95,15,0,0,1,0,15,False,32.0,0.834307992202729,0.11500974658869395,0.04873294346978557
143," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ",2,2022-01-05 10:30:00, ThreadWeaver      ,Instagram ,Wednesday,Morning,822,119,13,954,104,14,0,0,1,0,10,False,63.6,0.8607329842931937,0.12460732984293194,0.013612565445026177
144," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ",0,2021-08-20 16:20:00, SelfLoveAdvocate  ,Facebook ,Friday,Afternoon,539,172,98,809,87,11,0,0,2,0,16,False,67.41666666666667,0.6654320987654321,0.2123456790123457,0.12098765432098765
145," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ",0,2019-11-03 13:45:00, DreamChaser       ,Twitter ,Sunday,Afternoon,280,147,8,435,91,11,0,0,1,0,13,True,36.25,0.6422018348623854,0.33715596330275227,0.01834862385321101
146," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ",0,2020-04-12 19:30:00, OceanSoul         ,Instagram ,Sunday,Evening,90,153,21,264,101,15,0,0,2,0,19,True,16.5,0.33962264150943394,0.5773584905660377,0.07924528301886792
147," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ",0,2022-04-15 08:45:00, HorizonExplorer   ,Facebook ,Friday,Morning,77,179,98,354,103,16,0,0,1,0,8,False,20.823529411764707,0.21690140845070421,0.504225352112676,0.27605633802816903
148," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ",2,2023-02-10 17:00:00, NonchalantSpirit  ,Twitter ,Friday,Evening,184,57,68,309,89,13,0,0,1,0,17,False,22.071428571428573,0.5935483870967742,0.18387096774193548,0.21935483870967742
149," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ",2,2020-08-05 12:15:00, ComplexThinker    ,Instagram ,Wednesday,Afternoon,250,141,25,416,89,13,0,0,2,0,12,False,29.714285714285715,0.5995203836930456,0.3381294964028777,0.05995203836930456
150," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ",2,2021-12-01 15:30:00, ShieldedHeart     ,Facebook ,Wednesday,Afternoon,889,184,79,1152,91,15,0,0,1,0,15,False,72.0,0.7710320901994796,0.1595836947094536,0.06851691240242845
151," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ",1,2019-03-25 21:00:00, SymphonySoul      ,Twitter ,Monday,Night,829,61,68,958,86,13,0,0,1,0,21,False,68.42857142857143,0.8644421272158499,0.06360792492179354,0.07090719499478623
152," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ",0,2017-06-18 14:45:00, YearbookExplorer  ,Instagram ,Sunday,Afternoon,979,121,45,1145,96,16,0,0,1,0,14,True,67.3529411764706,0.8542757417102966,0.1055846422338569,0.03926701570680628
153," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",2,2022-07-08 11:30:00, DecisiveDilemma   ,Facebook ,Friday,Morning,82,158,60,300,101,14,0,0,1,0,11,False,20.0,0.2724252491694352,0.5249169435215947,0.19933554817275748
154," Embracing life's imperfections, finding acceptance in the journey, scars and all. ",0,2023-05-15 16:20:00, ImperfectHarmony  ,Twitter ,Monday,Afternoon,97,173,12,282,83,11,0,0,2,0,16,False,23.5,0.34275618374558303,0.6113074204946997,0.04240282685512368
155," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ",0,2021-09-10 14:45:00, VisionarySpirit   ,Instagram ,Friday,Afternoon,552,39,32,623,94,13,0,0,1,0,14,False,44.5,0.8846153846153846,0.0625,0.05128205128205128
156," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",0,2020-02-28 18:30:00, ForestDreamer     ,Facebook ,Friday,Evening,456,67,96,619,98,18,0,0,1,0,18,False,32.578947368421055,0.7354838709677419,0.10806451612903226,0.15483870967741936
157," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ",2,2023-03-10 16:30:00, SilentSpectator   ,Instagram ,Friday,Afternoon,623,29,92,744,92,16,0,0,2,0,16,False,43.76470588235294,0.836241610738255,0.038926174496644296,0.12348993288590604
158," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ",2,2021-05-02 11:45:00, MazeNavigator     ,Facebook ,Sunday,Morning,777,94,13,884,100,15,0,0,1,0,11,True,55.25,0.8779661016949153,0.10621468926553672,0.014689265536723164
159," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",2,2019-10-18 14:30:00, ResilientFortress ,Twitter ,Friday,Afternoon,854,79,31,964,96,14,0,0,1,0,14,False,64.26666666666667,0.8849740932642487,0.08186528497409326,0.03212435233160622
160," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ",1,2020-01-05 20:00:00, CanvasDreamer     ,Instagram ,Sunday,Evening,148,42,78,268,87,13,0,0,1,0,20,True,19.142857142857142,0.550185873605948,0.15613382899628253,0.2899628252788104
161," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ",0,2018-08-10 15:45:00, DiaryExplorer     ,Facebook ,Friday,Afternoon,733,134,20,887,97,17,0,0,1,0,15,False,49.27777777777778,0.8254504504504504,0.15090090090090091,0.02252252252252252
162," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ",2,2022-01-15 10:30:00, CrossroadsTraveler ,Twitter ,Saturday,Morning,921,139,18,1078,83,10,0,0,1,0,10,True,98.0,0.8535681186283596,0.12882298424467098,0.016682113067655237
163," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ",0,2021-07-20 16:20:00, MosaicDreamer     ,Instagram ,Tuesday,Afternoon,775,166,93,1034,86,11,0,0,2,0,16,False,86.16666666666667,0.748792270531401,0.1603864734299517,0.08985507246376812
164," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ",0,2019-12-03 13:45:00, PathfinderSpirit  ,Facebook ,Tuesday,Afternoon,596,95,60,751,102,14,0,0,1,0,13,False,50.06666666666667,0.7925531914893617,0.12632978723404256,0.0797872340425532
165," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",0,2020-04-12 19:30:00, RaindropHarmony   ,Twitter ,Sunday,Evening,788,21,63,872,97,16,0,0,1,0,19,True,51.294117647058826,0.9026345933562429,0.024054982817869417,0.07216494845360824
166," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",0,2022-05-08 08:45:00, SeekerOfUnknowns  ,Instagram ,Sunday,Morning,662,132,6,800,99,14,0,0,1,0,8,True,53.333333333333336,0.8264669163545568,0.1647940074906367,0.00749063670411985
167," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",2,2023-02-22 17:00:00, NonchalantWanderer,Facebook ,Wednesday,Evening,992,175,32,1199,95,15,0,0,1,0,17,False,74.9375,0.8266666666666667,0.14583333333333334,0.02666666666666667
168," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",2,2020-06-05 12:15:00, ShadowedSeeker    ,Twitter ,Friday,Afternoon,511,191,93,795,88,14,0,0,1,0,12,False,53.0,0.6419597989949749,0.2399497487437186,0.11683417085427136
169," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",2,2021-11-30 15:30:00, TurbulentShield   ,Instagram ,Tuesday,Afternoon,692,112,43,847,95,15,0,0,2,0,15,False,52.9375,0.8160377358490566,0.1320754716981132,0.05070754716981132
170," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ",1,2019-02-25 21:00:00, WistfulPainter    ,Facebook ,Monday,Night,818,183,2,1003,99,15,0,0,1,0,21,False,62.6875,0.8147410358565738,0.18227091633466136,0.00199203187250996
171," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ",0,2017-05-18 14:45:00, TaleWeaver        ,Twitter ,Thursday,Afternoon,54,186,60,300,97,16,0,0,1,0,14,False,17.647058823529413,0.17940199335548174,0.6179401993355482,0.19933554817275748
172," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",2,2022-08-05 11:30:00, CrossroadsExplorer,Instagram ,Friday,Morning,267,156,23,446,94,13,0,0,1,0,11,False,31.857142857142858,0.5973154362416108,0.348993288590604,0.05145413870246085
173," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",0,2023-06-15 16:20:00, MosaicArtist      ,Facebook ,Thursday,Afternoon,552,29,83,664,102,14,0,0,2,0,16,False,44.266666666666666,0.8300751879699249,0.04360902255639098,0.12481203007518797
174," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",0,2021-10-10 14:45:00, DreamSculptor     ,Twitter ,Sunday,Afternoon,816,184,31,1031,100,12,0,0,1,0,14,True,79.3076923076923,0.7906976744186046,0.17829457364341086,0.030038759689922482
175," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",0,2020-05-12 19:30:00, MoonlitSoul       ,Instagram ,Tuesday,Evening,447,92,5,544,105,19,0,0,1,0,19,False,27.2,0.8201834862385321,0.1688073394495413,0.009174311926605505
176," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",0,2022-12-01 09:15:00, FearlessExplorer  ,Facebook ,Thursday,Morning,920,165,83,1168,106,16,0,0,1,0,9,False,68.70588235294117,0.7869974337040205,0.14114627887082976,0.07100085543199315
177,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",2,2021-11-30 15:30:00, TurbulentShield ,Instagram ,Tuesday,Afternoon,844,181,34,1059,94,15,0,0,2,0,15,False,66.1875,0.7962264150943397,0.17075471698113207,0.03207547169811321
178," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",0,2018-07-12 17:45:00, JoyfulDancer ,Twitter ,Thursday,Evening,442,33,10,485,102,17,0,0,1,0,17,False,26.944444444444443,0.9094650205761317,0.06790123456790123,0.0205761316872428
179," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",0,2020-09-05 20:10:00, SereneBasker ,Facebook ,Saturday,Evening,256,67,89,412,103,17,0,0,1,0,20,True,22.88888888888889,0.6198547215496368,0.162227602905569,0.21549636803874092
180," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",0,2022-04-18 08:00:00, DreamPainter ,Instagram ,Monday,Morning,64,154,2,220,111,18,0,0,1,0,8,False,11.578947368421053,0.2895927601809955,0.6968325791855203,0.00904977375565611
181," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",0,2019-12-10 12:20:00, OakAchiever ,Twitter ,Tuesday,Afternoon,907,158,11,1076,105,16,0,0,1,0,12,False,63.294117647058826,0.8421541318477251,0.1467038068709378,0.01021355617455896
